votes DEM president,votes REP president,votes DEM senate,votes REP senate,votes DEM governors,votes REP governors,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,votes REP president perc,votes DEM president perc,votes REP senate perc,votes DEM senate perc,votes REP governors perc,votes DEM governors perc
70874,53364,0.0,53248.0,0.0,0.0,220008.0,108534.0,111474.0,3.1,87.0,4.8,0.1,2.3,0.1,163168.0,62702.0,1489.0,32786.0,684.0,9.5,11.4,38.6,15.2,24.4,8.7,13.0,84.8,8.3,0.7,1.9,1.0,3.2,18.8,117384.0,85.6,9.6,4.6,0.1,3.8,0.4295304174246205,0.5704695825753795,1.0,0.0,0.0,0.0
1726,3500,1804.0,0.0,0.0,0.0,11238.0,5743.0,5495.0,15.8,78.6,1.0,0.3,3.9,0.0,7884.0,54393.0,4017.0,27234.0,1595.0,11.0,13.8,23.5,15.2,18.5,13.0,29.7,79.0,12.7,0.1,1.1,1.8,5.3,24.3,5561.0,82.5,10.7,6.8,0.0,4.1,0.6697282816685802,0.33027171833141983,0.0,0.3401206636500754,0.0,0.0
1284,3287,1302.0,0.0,0.0,0.0,8600.0,4343.0,4257.0,0.1,99.1,0.1,0.0,0.0,0.0,6479.0,47325.0,3761.0,27234.0,1942.0,9.9,10.3,26.9,16.5,28.5,11.9,16.2,86.2,7.1,0.0,1.1,0.7,4.9,19.8,4076.0,74.0,15.6,10.4,0.0,4.2,0.7190986654998907,0.2809013345001094,0.0,0.283721943778601,0.0,0.0
1067,5707,1073.0,0.0,0.0,0.0,11745.0,6011.0,5734.0,2.5,96.1,0.1,0.2,0.2,0.1,8322.0,62012.0,2497.0,28356.0,1285.0,4.9,5.6,37.7,15.6,19.3,13.0,14.5,79.3,7.6,0.1,5.3,0.5,7.2,16.2,6004.0,74.2,12.3,12.9,0.6,2.4,0.8424859757897845,0.15751402421021554,0.0,0.15825958702064896,0.0,0.0
3134,6507,3168.0,0.0,0.0,0.0,15720.0,7870.0,7850.0,1.8,95.9,0.2,0.0,1.1,0.0,11541.0,60077.0,4365.0,31449.0,2324.0,7.3,4.6,37.8,15.9,20.0,12.7,13.6,81.0,8.9,0.3,2.4,0.4,7.0,28.2,7971.0,81.3,12.0,6.7,0.0,5.2,0.6749299865159216,0.32507001348407843,0.0,0.32744186046511625,0.0,0.0
2894,8297,2969.0,0.0,0.0,0.0,22301.0,11293.0,11008.0,2.0,93.8,1.5,0.2,1.3,0.1,16737.0,50568.0,1801.0,26575.0,1855.0,14.4,16.7,32.9,15.7,21.5,11.1,18.8,78.2,10.8,0.5,3.3,2.3,4.9,18.3,10897.0,80.7,11.5,7.3,0.5,5.6,0.7413993387543562,0.25860066124564385,0.0,0.26353630392330907,0.0,0.0
6178,12663,6269.0,0.0,0.0,0.0,33127.0,16341.0,16786.0,1.9,94.8,0.6,0.3,1.1,0.0,24991.0,57917.0,2942.0,27815.0,1117.0,9.3,10.0,35.8,16.2,20.2,7.9,19.9,77.4,9.9,0.4,5.7,1.5,5.2,19.0,17090.0,83.2,11.4,5.4,0.0,3.6,0.6720980839658193,0.3279019160341808,0.0,0.33113247411789565,0.0,0.0
8176,9571,8187.0,0.0,0.0,0.0,40476.0,20400.0,20076.0,20.7,72.5,1.0,0.2,3.2,0.0,26881.0,52752.0,1749.0,25693.0,838.0,11.2,16.5,26.5,18.1,19.6,10.3,25.5,76.7,14.6,0.1,3.1,1.8,3.5,17.5,19195.0,83.0,11.8,5.2,0.0,5.3,0.5393024173099679,0.46069758269003214,0.0,0.46103164770807525,0.0,0.0
2508,5585,2544.0,0.0,0.0,0.0,14933.0,7487.0,7446.0,2.8,94.6,0.8,0.5,0.2,0.0,11311.0,67949.0,4799.0,31309.0,1404.0,9.1,8.4,32.1,18.4,23.1,12.9,13.5,84.8,6.7,1.7,1.9,0.7,4.2,24.7,7416.0,75.5,16.9,7.5,0.2,3.2,0.6901025577659706,0.30989744223402943,0.0,0.31295362283183664,0.0,0.0
2053,3677,2282.0,0.0,0.0,0.0,10663.0,5288.0,5375.0,1.3,96.8,0.1,0.3,0.6,0.0,8057.0,53675.0,3004.0,27407.0,1744.0,8.3,10.5,29.6,16.0,21.2,12.2,20.9,77.4,5.6,0.1,5.1,2.6,9.2,17.0,5180.0,74.0,14.1,10.9,1.0,3.6,0.6417102966841187,0.35828970331588134,0.0,0.3829501594227219,0.0,0.0
1407,3248,1455.0,0.0,0.0,0.0,8865.0,4388.0,4477.0,0.8,95.2,0.1,2.6,0.2,0.0,7062.0,41598.0,3139.0,26829.0,1811.0,14.9,23.5,29.1,19.5,23.9,14.4,13.1,82.4,7.8,0.0,4.2,0.4,5.2,21.1,4307.0,75.6,13.0,11.3,0.1,3.2,0.6977443609022557,0.3022556390977444,0.0,0.3093769934084627,0.0,0.0
1078,2975,1148.0,0.0,0.0,0.0,7912.0,4029.0,3883.0,2.8,93.5,0.1,0.0,0.9,0.0,5883.0,50179.0,6593.0,25929.0,2612.0,10.9,12.3,29.7,21.3,17.0,12.2,19.9,81.8,9.0,0.1,3.4,0.6,5.0,22.4,3780.0,76.7,14.0,9.3,0.0,5.6,0.7340241796200345,0.2659758203799655,0.0,0.27843803056027167,0.0,0.0
1583,3659,1520.0,0.0,0.0,0.0,10239.0,4931.0,5308.0,3.6,94.1,0.0,0.4,0.0,0.0,7772.0,43674.0,4866.0,25005.0,1550.0,16.5,27.0,30.4,17.0,22.3,10.6,19.6,79.6,9.5,0.4,4.0,1.6,4.9,19.0,4838.0,74.7,13.1,11.8,0.4,6.7,0.698016024418161,0.301983975581839,0.0,0.29349295230739525,0.0,0.0
9372,10823,9381.0,0.0,0.0,0.0,42923.0,21256.0,21667.0,17.5,77.8,1.9,0.2,1.1,0.1,30666.0,56398.0,2540.0,28028.0,1585.0,10.5,15.4,29.2,14.9,21.1,9.5,25.3,84.7,7.8,0.4,1.6,0.8,4.6,17.2,21645.0,80.8,13.1,5.9,0.1,3.5,0.5359247338450112,0.46407526615498884,0.0,0.4643139972282716,0.0,0.0
1569,5861,1640.0,0.0,0.0,0.0,13944.0,6979.0,6965.0,4.5,93.2,0.7,0.2,0.9,0.0,10444.0,56314.0,5663.0,32051.0,2201.0,9.7,13.3,29.2,15.4,20.8,12.3,22.3,73.7,10.5,3.5,4.4,2.0,6.0,16.3,7418.0,79.2,9.8,11.0,0.1,2.3,0.7888290713324361,0.21117092866756393,0.0,0.21863751499800027,0.0,0.0
601,2690,657.0,0.0,0.0,0.0,6149.0,3099.0,3050.0,7.4,90.4,1.3,0.0,0.1,0.1,4509.0,53604.0,4056.0,26776.0,1524.0,11.4,18.6,32.0,16.5,16.5,18.9,16.1,78.1,11.3,0.2,3.6,1.6,5.2,19.1,3197.0,75.7,11.4,12.7,0.2,1.7,0.8173807353388028,0.1826192646611972,0.0,0.19629518972213922,0.0,0.0
2086,5319,2067.0,0.0,0.0,0.0,15393.0,7996.0,7397.0,3.2,91.6,2.0,0.9,1.1,0.0,12120.0,46708.0,3368.0,25739.0,1666.0,13.6,18.5,35.2,16.3,22.0,8.8,17.7,81.1,9.0,0.1,4.0,1.8,4.0,13.9,7220.0,75.8,15.2,8.8,0.2,3.9,0.7182984469952735,0.28170155300472655,0.0,0.27985377741673434,0.0,0.0
1519,3370,1677.0,0.0,0.0,0.0,9110.0,4540.0,4570.0,2.4,94.3,1.9,0.2,0.5,0.0,6843.0,50470.0,2584.0,27902.0,1585.0,7.1,10.6,33.3,19.6,20.1,10.3,16.7,78.6,12.7,0.3,4.3,1.5,2.7,15.3,4819.0,73.8,17.4,8.5,0.4,1.3,0.6893025158519125,0.31069748414808757,0.0,0.3322765999603725,0.0,0.0
3494,10492,3587.0,0.0,0.0,0.0,25027.0,12259.0,12768.0,4.5,92.8,0.4,0.3,0.6,0.1,18445.0,61316.0,2664.0,30686.0,1289.0,9.1,14.9,31.8,16.2,24.2,11.2,16.6,81.8,8.0,0.1,2.8,1.7,5.5,17.8,13100.0,78.8,11.9,8.9,0.4,2.9,0.7501787501787501,0.2498212498212498,0.0,0.2547766176575041,0.0,0.0
933,2826,1003.0,0.0,0.0,0.0,6972.0,3440.0,3532.0,3.5,93.6,1.7,0.0,0.6,0.0,5331.0,45969.0,2874.0,27553.0,1682.0,13.2,14.1,30.2,14.8,20.1,15.2,19.7,75.3,7.4,0.0,7.9,2.4,6.9,18.2,3358.0,70.3,14.0,15.7,0.0,3.5,0.7517956903431764,0.24820430965682364,0.0,0.26194828937059284,0.0,0.0
146250,106800,0.0,106443.0,0.0,0.0,467235.0,229864.0,237371.0,8.1,78.5,6.3,0.2,4.3,0.1,328736.0,63530.0,972.0,33524.0,603.0,11.7,16.3,39.1,16.6,25.7,7.8,10.9,83.8,8.2,1.4,1.8,1.0,3.7,19.4,250105.0,84.1,11.5,4.4,0.1,4.7,0.4220509780675756,0.5779490219324244,1.0,0.0,0.0,0.0
18575,26247,18520.0,0.0,0.0,0.0,93287.0,45896.0,47391.0,7.5,88.3,1.4,0.3,0.6,0.0,69140.0,56291.0,2064.0,29085.0,717.0,11.2,15.4,30.5,17.0,25.4,10.7,16.4,84.3,8.7,1.0,1.6,1.2,3.2,20.5,46780.0,82.5,12.5,4.9,0.2,4.7,0.5855829726473607,0.41441702735263936,0.0,0.4136975897424442,0.0,0.0
4306,5657,4381.0,0.0,0.0,0.0,18428.0,8821.0,9607.0,3.1,92.0,1.9,0.0,2.0,0.0,14384.0,51456.0,2383.0,27679.0,1387.0,10.7,11.7,32.4,18.3,22.4,9.0,18.0,72.3,7.5,0.0,13.6,2.4,4.2,17.1,9622.0,85.0,8.9,6.0,0.1,4.6,0.5678008631938172,0.4321991368061829,0.0,0.4364415222155808,0.0,0.0
709,1968,732.0,0.0,0.0,0.0,4986.0,2421.0,2565.0,2.2,96.0,0.1,0.3,0.9,0.0,3788.0,50642.0,2948.0,27621.0,2504.0,10.9,8.6,32.6,18.5,19.5,14.6,14.8,80.7,6.3,0.0,2.9,0.6,9.4,20.3,2134.0,67.1,18.1,14.6,0.2,5.0,0.7351512887560703,0.2648487112439298,0.0,0.27111111111111114,0.0,0.0
1389,4061,1440.0,0.0,0.0,0.0,9936.0,4848.0,5088.0,2.7,95.5,0.8,0.0,0.0,0.0,7644.0,53254.0,2120.0,29502.0,1287.0,9.4,9.8,29.7,18.1,22.2,11.6,18.4,83.6,6.6,0.1,3.6,1.0,5.2,17.1,5011.0,73.2,14.5,11.9,0.4,4.0,0.745137614678899,0.2548623853211009,0.0,0.26177058716596985,0.0,0.0
46926,43683,0.0,42941.0,0.0,0.0,171493.0,84184.0,87309.0,6.4,80.7,7.9,0.3,2.5,0.0,127246.0,57681.0,1423.0,30798.0,625.0,12.3,16.7,36.4,17.6,23.3,7.9,14.9,86.0,6.3,0.8,1.7,0.9,4.4,19.1,83710.0,83.4,11.5,4.9,0.1,4.2,0.4821044267125782,0.5178955732874218,1.0,0.0,0.0,0.0
1959,4697,1989.0,0.0,0.0,0.0,11772.0,5784.0,5988.0,2.8,95.0,0.5,0.1,0.3,0.0,8954.0,55638.0,4343.0,30799.0,1749.0,8.7,11.0,35.2,12.8,25.2,12.0,14.9,79.4,11.1,0.4,2.8,0.7,5.5,18.8,6043.0,71.9,13.8,13.3,1.0,3.7,0.7056790865384616,0.29432091346153844,0.0,0.29748728686808257,0.0,0.0
3019,15680,2828.0,0.0,0.0,0.0,34692.0,17407.0,17285.0,10.2,87.5,0.4,0.2,0.7,0.0,23757.0,66022.0,1721.0,27339.0,1013.0,7.9,9.8,35.8,16.2,19.2,12.7,16.1,76.2,8.3,0.4,3.7,1.2,10.2,12.9,18678.0,82.3,9.9,7.7,0.2,2.2,0.8385475159099417,0.1614524840900583,0.0,0.15279878971255673,0.0,0.0
29175,20340,0.0,20750.0,0.0,0.0,95888.0,49985.0,45903.0,3.3,84.5,1.9,0.3,7.3,0.0,72972.0,52671.0,2162.0,27392.0,797.0,22.0,9.0,46.7,17.3,20.0,6.6,9.4,72.8,6.2,5.7,7.3,3.0,5.0,17.7,51305.0,66.0,29.3,4.7,0.1,4.4,0.410784610724023,0.5892153892759769,1.0,0.0,0.0,0.0
3577,5303,3588.0,0.0,0.0,0.0,17236.0,8530.0,8706.0,8.7,82.2,0.6,6.9,0.4,0.0,12694.0,56110.0,2522.0,27074.0,985.0,11.8,19.9,28.6,17.8,20.7,12.4,20.5,78.8,12.8,0.1,3.0,1.5,3.9,22.7,8479.0,76.5,14.7,8.3,0.4,3.8,0.5971846846846847,0.40281531531531534,0.0,0.4035541558879766,0.0,0.0
746,2463,762.0,0.0,0.0,0.0,6214.0,3152.0,3062.0,7.5,90.7,0.3,0.0,0.7,0.0,4688.0,46825.0,2160.0,27344.0,2295.0,11.0,10.9,30.4,13.9,16.5,12.8,26.3,80.6,10.4,0.0,3.6,1.4,4.1,21.2,3004.0,70.6,16.6,12.7,0.0,2.8,0.7675288251791835,0.23247117482081645,0.0,0.23627906976744187,0.0,0.0
2061,4010,2051.0,0.0,0.0,0.0,12497.0,6061.0,6436.0,2.8,94.5,1.2,0.3,0.7,0.1,9500.0,47597.0,2912.0,25098.0,1265.0,13.8,16.0,27.4,18.1,19.7,6.2,28.7,79.9,10.3,0.4,4.7,0.7,3.9,17.5,6205.0,76.7,14.6,8.5,0.3,4.3,0.6605172129797398,0.33948278702026025,0.0,0.33839300445471043,0.0,0.0
875,2859,1065.0,0.0,0.0,0.0,7308.0,3728.0,3580.0,1.4,96.9,0.3,0.1,0.1,0.0,5548.0,47197.0,3094.0,24952.0,1699.0,14.0,27.2,29.4,14.1,19.3,13.1,24.1,73.0,11.7,1.3,4.3,4.5,5.3,22.3,3240.0,76.7,13.0,8.9,1.3,4.8,0.7656668452062132,0.23433315479378683,0.0,0.2714067278287462,0.0,0.0
5821,9516,6344.0,0.0,0.0,0.0,35321.0,17441.0,17880.0,10.5,83.8,2.9,0.1,0.9,0.2,25734.0,43329.0,1725.0,23413.0,1153.0,17.0,21.9,26.6,17.6,19.2,11.0,25.6,82.1,10.4,0.3,2.2,2.1,2.8,18.1,16269.0,82.8,11.4,5.7,0.1,6.3,0.6204603247049618,0.3795396752950381,0.0,0.4,0.0,0.0
12574,17782,12478.0,0.0,0.0,0.0,48630.0,23679.0,24951.0,2.6,94.7,0.2,0.1,0.5,0.3,36210.0,71514.0,2792.0,33013.0,937.0,6.2,7.2,39.8,14.5,26.0,9.5,10.3,84.0,6.6,0.2,3.0,0.4,5.8,23.7,25633.0,81.1,13.0,5.6,0.3,3.8,0.585782052971406,0.414217947028594,0.0,0.41235955056179774,0.0,0.0
4561,6971,4519.0,0.0,0.0,0.0,22095.0,11066.0,11029.0,5.9,91.5,0.9,0.3,0.6,0.0,16291.0,59157.0,2412.0,28397.0,1555.0,9.1,12.8,29.7,16.3,23.9,16.1,14.0,77.4,11.4,0.4,3.8,2.1,4.9,20.7,11244.0,72.4,17.6,9.6,0.4,3.6,0.6044918487686438,0.39550815123135624,0.0,0.39329852045256747,0.0,0.0
727,2338,784.0,0.0,0.0,0.0,6405.0,3136.0,3269.0,0.5,96.5,0.7,0.3,0.0,0.0,4818.0,42434.0,3641.0,23367.0,1482.0,15.9,25.6,30.9,12.6,17.8,14.8,23.9,76.9,11.1,0.6,3.5,2.2,5.7,23.8,2796.0,70.3,13.9,14.5,1.3,2.6,0.7628058727569331,0.23719412724306688,0.0,0.25112107623318386,0.0,0.0
6613,10938,6845.0,0.0,0.0,0.0,36945.0,18984.0,17961.0,4.5,88.1,4.6,0.3,1.3,0.0,28358.0,42148.0,2144.0,24629.0,814.0,16.2,21.8,32.0,20.1,20.8,11.6,15.5,83.6,7.6,0.5,3.0,1.3,4.0,16.5,16583.0,79.1,13.2,7.6,0.1,5.7,0.623212352572503,0.376787647427497,0.0,0.3849181802845414,0.0,0.0
2135,3707,2361.0,0.0,0.0,0.0,10545.0,5142.0,5403.0,4.2,92.3,1.1,0.2,1.2,0.0,8137.0,50072.0,3013.0,26558.0,1732.0,10.1,12.8,29.8,16.8,16.9,9.5,27.2,80.4,9.6,0.3,3.7,1.9,4.1,16.7,5119.0,82.3,9.8,7.5,0.4,7.0,0.6345429647381033,0.3654570352618966,0.0,0.38909030982201714,0.0,0.0
5617,6235,5581.0,0.0,0.0,0.0,20575.0,10306.0,10269.0,2.2,95.2,1.0,0.2,1.1,0.0,16402.0,60788.0,2808.0,29052.0,1164.0,8.0,7.9,36.4,16.4,21.9,10.9,14.4,68.1,6.6,0.1,14.8,1.5,9.0,17.9,11957.0,81.2,9.7,9.0,0.1,2.0,0.5260715491056361,0.4739284508943638,0.0,0.47232566012186866,0.0,0.0
18704,25736,18674.0,0.0,0.0,0.0,102397.0,50496.0,51901.0,15.8,74.7,2.9,1.4,2.8,0.2,70670.0,51350.0,1565.0,25699.0,839.0,14.0,19.3,30.0,17.2,22.3,10.4,20.1,83.1,8.7,1.0,1.7,1.5,4.0,17.8,51486.0,84.4,10.6,5.0,0.1,4.8,0.5791179117911791,0.4208820882088209,0.0,0.42049088043233507,0.0,0.0
1596,2738,1803.0,0.0,0.0,0.0,7502.0,3734.0,3768.0,2.8,94.7,1.1,0.0,0.3,0.0,5840.0,50880.0,2756.0,26781.0,1164.0,10.1,14.8,23.7,20.1,20.7,15.1,20.5,83.9,7.7,0.5,2.7,1.3,3.8,20.5,3778.0,80.7,12.1,7.2,0.0,6.2,0.6317489616982003,0.3682510383017997,0.0,0.39704910812596345,0.0,0.0
1996,4136,2063.0,0.0,0.0,0.0,12864.0,6431.0,6433.0,11.1,86.7,0.5,0.0,0.4,0.0,9423.0,48935.0,2600.0,28200.0,1496.0,12.6,21.3,28.2,16.5,18.7,11.5,25.2,79.6,10.2,0.1,3.9,2.1,4.1,15.9,5882.0,77.4,13.7,8.9,0.0,5.8,0.6744944553163731,0.32550554468362686,0.0,0.3327956121955154,0.0,0.0
1559,4155,1686.0,0.0,0.0,0.0,12752.0,6318.0,6434.0,3.3,90.7,1.5,0.1,0.6,0.1,9728.0,43031.0,2171.0,23011.0,1282.0,14.2,18.2,27.5,15.6,20.7,8.6,27.5,80.9,10.7,0.9,3.5,0.7,3.3,17.4,6006.0,75.3,15.9,8.4,0.4,3.6,0.7271613580679034,0.2728386419320966,0.0,0.2886492039034412,0.0,0.0
765,2874,824.0,0.0,0.0,0.0,7840.0,3849.0,3991.0,0.7,95.2,0.2,3.5,0.0,0.0,5849.0,40986.0,4317.0,21887.0,1627.0,13.6,21.9,28.4,23.1,17.1,15.0,16.3,77.6,11.8,0.0,2.5,1.4,6.7,24.2,3502.0,72.3,12.0,14.7,1.0,4.2,0.7897774113767518,0.21022258862324814,0.0,0.22282314764737696,0.0,0.0
2314,4826,2393.0,0.0,0.0,0.0,16466.0,7957.0,8509.0,2.9,88.4,3.1,0.4,0.3,0.1,12474.0,46640.0,4084.0,25494.0,3458.0,18.5,24.7,33.0,17.1,24.1,8.0,17.8,76.9,8.6,0.0,7.6,0.8,6.1,19.8,7669.0,79.4,14.8,5.5,0.3,6.3,0.6759103641456583,0.32408963585434175,0.0,0.3314863554508935,0.0,0.0
284,1992,321.0,0.0,0.0,0.0,4905.0,2525.0,2380.0,3.2,92.4,0.7,1.5,0.7,0.0,3708.0,52075.0,4504.0,28840.0,2840.0,15.9,24.8,29.3,16.0,19.5,16.6,18.6,82.8,8.5,0.0,2.4,1.5,4.8,15.8,2391.0,69.6,16.8,13.2,0.5,2.5,0.875219683655536,0.12478031634446397,0.0,0.13878080415045396,0.0,0.0
2302,8480,2441.0,0.0,0.0,0.0,27067.0,13445.0,13622.0,14.5,82.0,1.1,0.3,0.1,0.2,19342.0,46070.0,3301.0,26264.0,1526.0,15.7,21.7,29.1,17.7,23.4,14.2,15.6,82.2,10.9,0.7,1.8,0.9,3.5,17.9,13580.0,77.1,15.2,7.5,0.2,4.2,0.7864960118716379,0.21350398812836208,0.0,0.2235143301895431,0.0,0.0
1505,4910,1654.0,0.0,0.0,0.0,14757.0,7315.0,7442.0,2.5,90.5,3.2,0.7,0.9,0.0,10929.0,39379.0,3355.0,20707.0,1127.0,17.6,26.0,29.5,20.1,22.0,10.6,17.7,78.9,9.9,0.1,4.0,1.4,5.6,17.1,6414.0,78.2,15.4,6.3,0.1,2.2,0.7653936087295401,0.23460639127045985,0.0,0.2519804996953077,0.0,0.0
1088,3206,1181.0,0.0,0.0,0.0,9736.0,4680.0,5056.0,4.2,83.4,0.9,7.7,0.6,0.1,7200.0,46964.0,2694.0,24319.0,1213.0,13.2,19.4,30.4,21.6,20.3,7.9,19.8,80.8,7.9,0.1,3.7,0.4,7.1,18.2,4589.0,72.9,15.5,11.5,0.2,3.4,0.7466231951560317,0.25337680484396835,0.0,0.269204467745612,0.0,0.0
9003,22250,9375.0,0.0,0.0,0.0,66260.0,33449.0,32811.0,4.6,89.5,2.1,0.8,1.1,0.0,48321.0,62324.0,2317.0,28478.0,929.0,10.8,15.8,40.0,15.2,21.4,11.6,11.8,84.8,7.9,0.1,1.6,1.3,4.2,22.7,31363.0,77.9,16.0,6.0,0.1,4.5,0.7119316545611621,0.28806834543883786,0.0,0.2964426877470356,0.0,0.0
341,1114,388.0,0.0,0.0,0.0,2665.0,1345.0,1320.0,4.4,91.6,1.5,0.0,0.0,0.0,2034.0,42772.0,4209.0,24469.0,2376.0,12.6,18.1,35.7,12.5,20.5,13.9,17.4,74.1,9.9,1.0,3.2,3.4,8.3,20.9,1156.0,70.6,21.9,7.5,0.0,4.8,0.7656357388316152,0.23436426116838488,0.0,0.2583222370173103,0.0,0.0
212,1397,225.0,0.0,0.0,0.0,3425.0,1778.0,1647.0,3.4,86.7,0.4,5.3,0.0,0.0,2696.0,39531.0,4615.0,23621.0,1778.0,14.3,21.6,32.6,14.8,15.9,19.3,17.4,75.3,11.4,0.0,7.5,1.1,4.8,19.7,1474.0,68.0,19.7,12.0,0.2,6.2,0.8682411435674332,0.13175885643256682,0.0,0.13871763255240444,0.0,0.0
2163,6622,2332.0,0.0,0.0,0.0,20501.0,10087.0,10414.0,2.4,88.6,0.4,3.0,0.2,0.5,15413.0,41101.0,2051.0,21006.0,1012.0,13.7,19.3,32.4,15.8,21.5,8.4,22.0,84.9,7.8,0.0,3.2,0.9,3.2,18.8,8713.0,75.2,17.5,7.0,0.2,5.4,0.7537848605577689,0.24621513944223108,0.0,0.26044226044226043,0.0,0.0
220,1158,237.0,0.0,0.0,0.0,2677.0,1324.0,1353.0,6.5,90.3,0.0,0.0,0.9,0.0,2052.0,47167.0,5000.0,27934.0,2284.0,11.2,14.4,37.7,13.6,21.7,15.7,11.3,71.7,8.6,0.0,10.1,2.2,7.4,13.2,1248.0,64.4,21.8,13.0,0.8,1.7,0.8403483309143687,0.15965166908563136,0.0,0.16989247311827957,0.0,0.0
143,885,164.0,0.0,0.0,0.0,2089.0,1073.0,1016.0,10.7,83.1,1.0,1.4,0.9,0.0,1536.0,46094.0,6602.0,27087.0,2096.0,8.9,12.0,44.3,14.1,19.5,16.3,5.7,78.6,5.8,0.0,7.9,2.6,5.1,17.4,1029.0,66.4,18.9,14.4,0.4,1.5,0.8608949416342413,0.13910505836575876,0.0,0.1563393708293613,0.0,0.0
883,3129,920.0,0.0,0.0,0.0,8203.0,4051.0,4152.0,2.4,94.5,0.7,0.6,0.6,0.0,6200.0,55434.0,5158.0,28115.0,3356.0,9.4,14.6,32.8,15.1,24.5,15.7,12.0,80.7,9.7,0.1,2.3,0.8,6.4,19.7,4107.0,71.0,20.3,8.5,0.3,3.3,0.7799102691924227,0.22008973080757727,0.0,0.22721659669054087,0.0,0.0
893,3182,916.0,0.0,0.0,0.0,9191.0,4553.0,4638.0,3.2,93.3,0.7,0.3,0.3,0.0,7040.0,44199.0,3417.0,25579.0,2501.0,11.9,11.7,31.6,18.3,21.8,10.1,18.3,79.7,9.6,0.3,3.2,1.9,5.2,17.0,4668.0,74.3,17.1,8.3,0.3,5.0,0.7808588957055215,0.21914110429447853,0.0,0.2235236700829673,0.0,0.0
928,3407,994.0,0.0,0.0,0.0,8328.0,4197.0,4131.0,2.5,93.7,0.8,0.6,0.5,0.0,6465.0,58662.0,3480.0,31679.0,1651.0,11.3,14.3,30.9,18.0,20.2,16.9,14.0,82.5,10.5,0.6,1.7,0.6,4.1,19.9,4136.0,70.3,21.3,8.4,0.0,3.7,0.7859284890426759,0.2140715109573241,0.0,0.22585775960009088,0.0,0.0
126,745,153.0,0.0,0.0,0.0,1741.0,841.0,900.0,8.4,90.8,0.0,0.0,0.0,0.0,1284.0,51563.0,12113.0,28388.0,2574.0,8.1,15.2,38.8,17.4,18.4,15.4,10.0,84.0,6.7,0.0,4.3,0.6,4.3,13.4,923.0,71.2,19.1,8.3,1.4,1.8,0.8553386911595867,0.1446613088404133,0.0,0.17037861915367483,0.0,0.0
4171,9442,4457.0,0.0,0.0,0.0,35732.0,17973.0,17759.0,10.6,80.2,2.6,1.8,1.6,0.0,26608.0,46624.0,2505.0,23130.0,789.0,16.0,21.2,27.1,20.3,20.5,11.6,20.6,80.2,12.7,0.0,2.1,1.5,3.5,18.0,15567.0,76.8,16.7,6.1,0.4,5.2,0.6936017042532873,0.3063982957467127,0.0,0.32067055183826176,0.0,0.0
6179,10045,6494.0,0.0,0.0,0.0,39099.0,19571.0,19528.0,5.3,87.4,2.4,0.5,1.8,0.0,29691.0,38017.0,1911.0,21207.0,938.0,21.1,20.2,32.1,20.9,19.5,9.7,17.9,84.5,7.8,0.2,3.2,1.7,2.7,16.4,18426.0,76.3,17.8,5.3,0.5,5.4,0.6191444773175543,0.38085552268244577,0.0,0.39264768123828525,0.0,0.0
208,1232,220.0,0.0,0.0,0.0,2891.0,1444.0,1447.0,2.6,94.7,0.2,0.9,0.5,0.0,2309.0,41230.0,3659.0,30890.0,4169.0,17.5,30.6,33.9,13.7,23.3,18.8,10.3,77.9,10.2,0.0,2.8,1.6,7.4,16.9,1375.0,63.4,21.7,14.8,0.0,2.8,0.8555555555555555,0.14444444444444443,0.0,0.15151515151515152,0.0,0.0
2040,7045,2212.0,0.0,0.0,0.0,19162.0,9572.0,9590.0,4.5,91.1,0.9,0.8,0.4,0.0,14338.0,49663.0,3025.0,24434.0,1084.0,11.6,13.0,29.2,17.2,23.1,12.9,17.6,81.2,8.7,0.2,2.8,2.2,4.8,21.1,8736.0,74.7,16.8,8.1,0.5,5.4,0.775454045129334,0.22454595487066592,0.0,0.2389543048503835,0.0,0.0
678,2949,667.0,0.0,0.0,0.0,7790.0,3952.0,3838.0,2.7,90.2,3.7,1.1,0.2,0.0,6162.0,50300.0,3554.0,24520.0,1316.0,13.7,21.7,29.2,19.8,22.0,9.2,19.7,82.4,5.0,0.3,4.3,1.2,6.7,20.0,3737.0,74.0,17.7,7.7,0.6,4.5,0.8130686517783292,0.1869313482216708,0.0,0.1844579646017699,0.0,0.0
39436,16737,0.0,16056.0,0.0,0.0,117806.0,58348.0,59458.0,6.0,79.1,4.0,2.2,4.8,0.0,90677.0,54370.0,1728.0,29438.0,1053.0,18.7,12.8,45.2,17.5,24.0,5.0,8.2,78.1,8.8,2.1,5.3,1.8,3.8,20.4,64647.0,73.0,22.3,4.7,0.0,4.7,0.297954533316718,0.702045466683282,1.0,0.0,0.0,0.0
