votes DEM president,votes REP president,votes DEM senate,votes REP senate,votes DEM governors,votes REP governors,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,votes REP president perc,votes DEM president perc,votes REP senate perc,votes DEM senate perc,votes REP governors perc,votes DEM governors perc
7503,19838,8277.0,0.0,0.0,0.0,55036.0,26899.0,28137.0,2.7,75.4,18.9,0.3,0.9,0.0,41016.0,55317.0,2838.0,27824.0,2024.0,13.7,20.1,35.3,18.0,23.2,8.1,15.4,86.0,9.6,0.1,0.6,1.3,2.5,25.8,24112.0,74.1,20.2,5.6,0.1,5.2,0.7255769723126441,0.274423027687356,0.0,0.29439800818068645,0.0,0.0
24578,83544,28925.0,0.0,0.0,0.0,203360.0,99527.0,103833.0,4.4,83.1,9.5,0.8,0.7,0.0,155376.0,52562.0,1348.0,29364.0,735.0,11.8,16.1,35.7,18.2,25.6,9.7,10.8,84.7,7.6,0.1,0.8,1.1,5.6,27.0,89527.0,80.7,12.9,6.3,0.1,5.5,0.7726827102717301,0.22731728972826992,0.0,0.25718197903422274,0.0,0.0
4816,5622,5021.0,0.0,0.0,0.0,26201.0,13976.0,12225.0,4.2,45.7,47.8,0.2,0.6,0.0,20269.0,33368.0,2551.0,17561.0,798.0,27.2,44.9,25.0,16.8,22.6,11.5,24.1,83.4,11.1,0.3,2.2,1.7,1.3,23.4,8878.0,74.1,19.1,6.5,0.3,12.4,0.538608928913585,0.461391071086415,0.0,0.47176547965799115,0.0,0.0
1986,7525,2244.0,0.0,0.0,0.0,22580.0,12251.0,10329.0,2.4,74.6,22.0,0.4,0.0,0.0,17662.0,43404.0,3431.0,20911.0,1889.0,15.2,26.6,24.4,17.6,19.7,15.9,22.4,86.4,9.5,0.7,0.3,1.7,1.5,30.0,8171.0,76.0,17.4,6.3,0.3,8.2,0.791189149405951,0.208810850594049,0.0,0.22970621353260312,0.0,0.0
2640,24711,3290.0,0.0,0.0,0.0,57667.0,28490.0,29177.0,9.0,87.4,1.5,0.3,0.1,0.0,42513.0,47412.0,2630.0,22021.0,850.0,15.6,25.4,28.5,12.9,23.3,15.8,19.5,86.8,10.2,0.1,0.4,0.4,2.1,35.0,21380.0,83.9,11.9,4.0,0.1,4.9,0.9034770209498738,0.09652297905012613,0.0,0.11749580372129567,0.0,0.0
3446,1146,0.0,1108.0,0.0,0.0,10478.0,5616.0,4862.0,0.3,21.6,75.6,1.0,0.7,0.0,8212.0,29655.0,5376.0,20856.0,2355.0,28.5,50.4,19.7,17.1,18.6,14.0,30.6,73.1,15.7,0.3,6.2,1.7,3.0,29.8,4290.0,81.4,13.6,5.0,0.0,12.1,0.2495644599303136,0.7504355400696864,1.0,0.0,0.0,0.0
3965,5458,4193.0,0.0,0.0,0.0,20126.0,9416.0,10710.0,0.3,52.2,44.7,0.1,1.1,0.0,15459.0,36326.0,2701.0,19004.0,943.0,24.4,34.8,26.9,17.3,18.5,11.6,25.7,83.6,12.6,0.0,0.9,0.9,2.0,23.2,7727.0,79.1,15.3,5.3,0.3,7.6,0.579221054865754,0.420778945134246,0.0,0.43446274997409595,0.0,0.0
15216,35101,16808.0,0.0,0.0,0.0,115527.0,55593.0,59934.0,3.6,72.7,20.4,0.2,1.0,0.0,88383.0,43686.0,1491.0,23638.0,793.0,18.6,26.6,29.0,17.5,23.7,10.4,19.4,85.0,9.2,0.2,1.3,1.1,3.2,24.8,47392.0,74.9,19.9,5.1,0.1,10.1,0.6975972335393604,0.30240276646063957,0.0,0.32379741470650564,0.0,0.0
6365,8753,6908.0,0.0,0.0,0.0,33895.0,16320.0,17575.0,2.2,56.2,39.3,0.3,1.0,0.0,26259.0,37342.0,2011.0,22002.0,1205.0,18.8,29.1,24.3,13.5,23.0,11.6,27.6,87.1,9.7,0.2,0.6,0.5,2.0,23.6,14527.0,84.5,11.8,3.7,0.0,6.4,0.5789787008863606,0.4210212991136394,0.0,0.4410957154715535,0.0,0.0
1624,10583,2112.0,0.0,0.0,0.0,25855.0,12862.0,12993.0,1.6,91.8,5.0,0.5,0.1,0.0,20620.0,40041.0,2316.0,23010.0,1354.0,16.1,20.0,28.8,14.8,18.1,11.9,26.5,85.0,12.1,0.4,0.3,0.3,2.0,26.5,9879.0,74.8,17.1,8.1,0.0,5.3,0.8669615794216433,0.1330384205783567,0.0,0.16636471051595117,0.0,0.0
3073,16085,3499.0,0.0,0.0,0.0,43805.0,21554.0,22251.0,7.7,80.4,9.5,0.4,0.4,0.0,31776.0,43501.0,2877.0,23368.0,1925.0,19.4,27.8,25.3,14.5,23.7,15.5,21.0,83.2,12.6,0.1,0.6,1.8,1.7,32.5,17675.0,81.1,14.0,4.5,0.4,6.7,0.8395970351811254,0.16040296481887462,0.0,0.17866625816993464,0.0,0.0
3127,4296,3225.0,0.0,0.0,0.0,13188.0,6277.0,6911.0,0.5,56.3,42.1,0.0,0.1,0.0,10454.0,32122.0,2797.0,20994.0,1307.0,22.3,32.8,23.6,15.4,22.0,17.1,21.9,81.8,13.7,0.0,1.7,1.2,1.6,32.7,4301.0,79.9,14.8,4.9,0.4,9.8,0.5787417486191567,0.42125825138084333,0.0,0.4287993617869964,0.0,0.0
5755,7324,6017.0,0.0,0.0,0.0,24625.0,11649.0,12976.0,0.2,53.0,45.7,0.1,0.5,0.1,19087.0,33827.0,2336.0,20765.0,1203.0,25.3,30.7,21.6,14.3,24.8,13.7,25.6,83.7,11.9,0.2,0.7,2.7,0.9,23.9,7933.0,83.1,11.8,5.1,0.0,15.2,0.5599816499732395,0.44001835002676043,0.0,0.45101566599205456,0.0,0.0
1267,5601,1441.0,0.0,0.0,0.0,13407.0,6471.0,6936.0,3.1,80.2,14.7,0.9,0.0,0.0,10332.0,37287.0,6507.0,21330.0,1553.0,19.1,23.5,22.2,14.6,18.4,12.9,31.9,87.5,6.0,0.0,2.8,0.6,3.0,30.3,5509.0,77.8,14.5,7.7,0.0,6.4,0.8155212580081538,0.18447874199184625,0.0,0.20462936665719966,0.0,0.0
675,6484,843.0,0.0,0.0,0.0,14939.0,7367.0,7572.0,2.4,92.7,2.8,0.3,0.5,0.0,11329.0,37396.0,5390.0,20873.0,1251.0,19.1,31.0,25.7,11.4,23.2,18.0,21.7,81.8,14.5,0.0,0.9,0.1,2.7,33.2,5743.0,76.1,15.7,8.2,0.0,7.8,0.9057130884201704,0.09428691157982959,0.0,0.11505391019516856,0.0,0.0
5076,16899,5753.0,0.0,0.0,0.0,51073.0,25225.0,25848.0,6.7,71.0,17.1,1.0,1.3,0.0,38026.0,49821.0,1945.0,26216.0,950.0,16.1,26.3,31.6,17.3,21.4,13.1,16.7,86.6,8.1,0.0,1.0,1.4,2.8,21.7,21639.0,73.6,20.7,5.6,0.1,6.0,0.7690102389078498,0.23098976109215016,0.0,0.253973159102949,0.0,0.0
8343,19203,9408.0,0.0,0.0,0.0,54435.0,26143.0,28292.0,2.4,78.8,15.9,0.7,0.5,0.0,42195.0,45477.0,1959.0,23675.0,816.0,16.8,24.1,27.1,15.4,26.0,11.2,20.3,89.1,7.3,0.1,0.7,0.8,2.0,23.1,22180.0,78.1,16.1,5.5,0.3,6.9,0.6971248094097147,0.30287519059028534,0.0,0.3288245779595261,0.0,0.0
2966,3442,3098.0,0.0,0.0,0.0,12649.0,6040.0,6609.0,1.8,50.3,46.3,0.2,0.0,0.0,9812.0,30434.0,3446.0,16337.0,934.0,26.4,39.3,15.9,19.7,24.3,12.8,27.4,90.0,6.7,0.4,0.8,0.4,1.7,29.6,3945.0,79.5,12.3,7.2,1.0,14.5,0.5371410736579276,0.46285892634207243,0.0,0.47370030581039757,0.0,0.0
1796,3631,1899.0,0.0,0.0,0.0,10955.0,5474.0,5481.0,0.1,65.3,33.2,0.1,0.0,0.0,8989.0,34792.0,3587.0,20342.0,1728.0,14.4,17.9,17.6,23.2,23.7,14.5,20.9,83.2,9.7,0.6,1.7,0.6,4.2,29.8,3897.0,78.8,15.9,5.4,0.0,11.3,0.6690620969227934,0.33093790307720655,0.0,0.3433996383363472,0.0,0.0
2721,14586,3214.0,0.0,0.0,0.0,37519.0,18133.0,19386.0,1.6,83.5,13.0,0.3,0.4,0.0,29164.0,39467.0,2392.0,22431.0,830.0,17.6,25.0,29.2,14.3,22.2,15.8,18.4,86.8,8.6,0.2,1.1,1.5,1.9,25.2,14686.0,80.0,13.2,6.7,0.1,10.7,0.842780377881782,0.15721962211821805,0.0,0.18056179775280898,0.0,0.0
1700,4864,1910.0,0.0,0.0,0.0,13866.0,6786.0,7080.0,1.8,71.2,23.1,0.8,1.4,0.0,10551.0,38937.0,3177.0,21580.0,1212.0,17.6,22.5,26.4,13.1,24.1,13.2,23.3,81.2,12.2,0.1,1.7,0.8,4.0,28.6,5700.0,73.0,19.1,7.8,0.2,6.4,0.741011578305911,0.258988421694089,0.0,0.28196043696486567,0.0,0.0
4478,36880,5693.0,0.0,0.0,0.0,81703.0,40223.0,41480.0,4.2,92.3,1.1,0.4,0.6,0.0,62012.0,40997.0,1715.0,21857.0,729.0,16.4,19.6,29.3,14.6,23.4,14.0,18.6,88.3,8.4,0.1,0.6,0.6,2.0,26.5,32072.0,81.3,11.9,6.3,0.4,5.8,0.8917259055080032,0.10827409449199671,0.0,0.13372325182627487,0.0,0.0
5170,14303,5955.0,0.0,0.0,0.0,49393.0,24524.0,24869.0,6.1,69.5,19.2,0.5,0.9,0.0,37173.0,44711.0,2010.0,23194.0,868.0,19.6,27.2,28.2,15.3,26.6,13.7,16.1,87.1,6.7,0.1,2.1,1.8,2.2,20.7,17988.0,73.6,20.7,5.6,0.2,10.4,0.7345041852821856,0.2654958147178144,0.0,0.29395794254121826,0.0,0.0
12230,5524,0.0,5298.0,0.0,0.0,40755.0,18809.0,21946.0,1.0,27.7,70.2,0.0,0.4,0.0,30303.0,30065.0,1775.0,18248.0,759.0,31.9,49.5,26.7,18.2,20.9,8.8,25.3,86.6,8.9,0.2,1.7,1.4,1.2,22.1,14461.0,78.8,15.2,5.6,0.4,13.7,0.31114115128985015,0.6888588487101498,1.0,0.0,0.0,0.0
4281,24767,5253.0,0.0,0.0,0.0,71194.0,35328.0,35866.0,14.3,80.8,1.4,1.2,0.3,0.1,49579.0,38842.0,2154.0,20020.0,899.0,21.5,31.0,23.7,15.2,20.8,12.4,28.0,86.5,9.8,0.0,0.9,0.6,2.1,23.2,28416.0,78.0,12.1,9.7,0.1,5.1,0.8526232442853209,0.14737675571467915,0.0,0.17498334443704197,0.0,0.0
10367,30164,11399.0,0.0,0.0,0.0,80989.0,39357.0,41632.0,2.9,73.4,21.2,0.3,0.6,0.0,61966.0,54981.0,2614.0,26251.0,957.0,13.5,20.4,34.8,13.2,26.3,11.0,14.7,86.2,10.2,0.1,0.6,0.6,2.2,28.0,33054.0,72.9,21.4,5.6,0.1,7.3,0.7442204732180306,0.25577952678196936,0.0,0.27425835478670935,0.0,0.0
4918,10869,5400.0,0.0,0.0,0.0,37621.0,19326.0,18295.0,2.2,60.2,32.2,3.6,0.4,0.1,29129.0,35026.0,2265.0,18164.0,902.0,23.8,33.3,24.6,21.2,24.6,11.3,18.3,91.3,7.0,0.1,0.3,0.5,0.8,22.6,12134.0,75.6,19.7,4.6,0.1,13.7,0.6884778615316399,0.31152213846836,0.0,0.33191960169647794,0.0,0.0
11567,35528,13145.0,0.0,0.0,0.0,103132.0,49738.0,53394.0,3.7,78.3,15.4,0.5,0.7,0.1,78727.0,42064.0,1487.0,22278.0,640.0,17.9,28.7,29.7,18.5,21.8,9.4,20.5,84.8,9.2,0.3,0.6,0.7,4.4,24.0,41412.0,80.3,13.9,5.5,0.2,7.6,0.754390062639346,0.245609937360654,0.0,0.27006759394325397,0.0,0.0
1395,7300,1651.0,0.0,0.0,0.0,16657.0,8191.0,8466.0,1.7,85.0,11.5,0.0,0.5,0.0,13044.0,36541.0,2175.0,21191.0,1541.0,18.1,25.0,29.0,17.9,18.9,10.8,23.5,84.2,11.6,0.0,1.3,0.5,2.4,27.9,6307.0,79.6,15.4,4.8,0.2,8.4,0.8395629672225416,0.1604370327774583,0.0,0.18444866495363646,0.0,0.0
2086,10376,2605.0,0.0,0.0,0.0,31507.0,15818.0,15689.0,16.3,77.7,4.7,0.2,0.4,0.1,21935.0,39501.0,2912.0,19314.0,1021.0,23.0,42.0,24.4,13.9,21.1,11.9,28.7,84.9,10.1,0.2,0.2,2.7,1.9,28.4,12534.0,78.5,15.6,6.0,0.0,8.2,0.8326111378590917,0.16738886214090837,0.0,0.20067791387412373,0.0,0.0
1595,10848,2122.0,0.0,0.0,0.0,26572.0,13008.0,13564.0,3.8,84.0,9.2,0.6,0.4,0.0,20489.0,39293.0,2810.0,21084.0,1064.0,22.5,37.6,22.9,17.3,21.5,19.1,19.3,83.5,10.3,0.0,0.6,2.4,3.1,27.2,10306.0,73.8,16.5,9.4,0.3,8.9,0.8718154785823354,0.12818452141766454,0.0,0.1636083269082498,0.0,0.0
3884,875,0.0,816.0,0.0,0.0,8533.0,4058.0,4475.0,1.2,17.1,80.3,0.6,0.0,0.0,6533.0,20954.0,3315.0,14197.0,1242.0,38.8,67.8,22.3,18.0,25.9,9.2,24.6,80.0,12.8,0.0,1.1,1.9,4.1,29.7,2411.0,73.4,22.0,4.6,0.0,14.8,0.1838621559151082,0.8161378440848918,1.0,0.0,0.0,0.0
4687,3190,0.0,3090.0,0.0,0.0,14995.0,7049.0,7946.0,1.3,39.5,58.7,0.2,0.2,0.0,11484.0,34679.0,2808.0,20269.0,1272.0,26.1,37.7,27.6,18.3,22.9,11.0,20.1,90.4,5.9,0.0,0.3,1.4,1.9,29.9,5252.0,82.1,12.6,5.2,0.0,11.7,0.40497651390123146,0.5950234860987685,1.0,0.0,0.0,0.0
2606,6607,2872.0,0.0,0.0,0.0,17110.0,8208.0,8902.0,2.5,68.7,27.8,0.0,0.0,0.0,13377.0,45569.0,3006.0,23983.0,1525.0,13.7,17.2,32.8,19.0,19.4,11.0,17.8,85.9,7.5,0.0,0.7,3.3,2.6,25.6,6949.0,80.5,14.7,4.8,0.1,6.7,0.7171388255725605,0.28286117442743947,0.0,0.30298554699862856,0.0,0.0
12917,32618,14494.0,0.0,0.0,0.0,104108.0,49905.0,54203.0,3.2,67.2,26.5,0.3,0.8,0.0,78486.0,42803.0,919.0,24781.0,391.0,18.5,29.5,31.1,18.6,25.7,10.2,14.3,89.2,6.9,0.1,0.7,0.8,2.3,21.3,44108.0,81.9,12.1,5.8,0.2,7.6,0.7163280992643022,0.2836719007356978,0.0,0.3076498556631007,0.0,0.0
3717,19670,4587.0,0.0,0.0,0.0,52326.0,25712.0,26614.0,2.9,89.3,3.2,1.0,0.5,0.1,40672.0,39281.0,1994.0,20946.0,910.0,19.0,27.4,26.1,12.9,21.5,11.3,28.1,87.0,8.4,0.1,1.3,0.9,2.3,25.7,20261.0,77.4,15.5,7.0,0.2,7.7,0.8410655492367555,0.15893445076324453,0.0,0.18910005359277735,0.0,0.0
181688,138843,0.0,134314.0,0.0,0.0,659460.0,312333.0,347127.0,3.7,50.4,42.4,0.2,1.5,0.0,491022.0,49321.0,913.0,29456.0,452.0,17.6,25.6,38.8,16.9,25.3,7.3,11.6,84.4,9.4,0.9,1.4,1.0,2.8,23.8,300739.0,81.8,13.5,4.5,0.2,7.7,0.43316559084768713,0.5668344091523129,1.0,0.0,0.0,0.0
978,6174,1071.0,0.0,0.0,0.0,14021.0,6875.0,7146.0,1.5,86.0,10.8,0.3,0.0,0.0,10888.0,36016.0,2778.0,21152.0,2374.0,23.1,37.3,28.8,14.5,18.9,13.4,24.4,84.4,13.8,0.6,0.2,0.1,1.0,28.1,5376.0,76.6,18.5,3.8,1.0,7.9,0.863255033557047,0.13674496644295303,0.0,0.14782608695652175,0.0,0.0
11915,31721,13874.0,0.0,0.0,0.0,92590.0,44263.0,48327.0,2.5,84.9,9.8,0.4,0.7,0.0,72887.0,44888.0,1370.0,25803.0,908.0,16.3,21.9,31.2,18.6,24.4,10.6,15.2,88.0,7.7,0.2,1.7,0.7,1.8,24.1,39857.0,77.6,15.6,6.6,0.1,6.6,0.7269456412136768,0.2730543587863232,0.0,0.3042877508498739,0.0,0.0
3562,12322,4211.0,0.0,0.0,0.0,33288.0,16164.0,17124.0,2.1,76.6,11.4,5.2,0.1,0.0,25915.0,43779.0,3181.0,22419.0,1154.0,16.6,19.0,23.6,15.4,18.4,15.0,27.5,86.6,9.3,0.1,0.9,0.5,2.5,28.0,12476.0,80.6,14.2,4.8,0.4,7.2,0.7757491815663561,0.22425081843364392,0.0,0.2547027157805601,0.0,0.0
27860,42221,29986.0,0.0,0.0,0.0,156597.0,77172.0,79425.0,3.7,67.6,22.9,0.1,3.8,0.0,117422.0,47564.0,1712.0,26170.0,938.0,22.0,24.0,41.0,16.6,22.7,7.1,12.6,84.7,8.1,0.8,1.9,1.0,3.5,22.2,71677.0,77.1,18.3,4.4,0.2,5.7,0.6024600105592101,0.39753998944078994,0.0,0.41527829711800796,0.0,0.0
13672,34640,15584.0,0.0,0.0,0.0,91695.0,45889.0,45806.0,5.8,77.2,13.1,0.7,1.2,0.0,68544.0,52831.0,2263.0,26685.0,1095.0,14.8,20.0,36.1,15.5,21.5,11.3,15.7,88.3,7.5,0.1,0.5,0.8,2.8,25.7,38944.0,77.3,16.3,6.2,0.2,7.1,0.7170061268421924,0.2829938731578076,0.0,0.3102899012424339,0.0,0.0
4972,1836,0.0,1766.0,0.0,0.0,10362.0,4896.0,5466.0,0.7,24.3,74.4,0.1,0.0,0.0,7973.0,29785.0,4076.0,18976.0,2109.0,30.2,48.4,23.0,17.4,21.6,11.5,26.5,84.4,11.1,0.4,0.3,1.9,1.8,30.3,3533.0,79.3,16.4,3.4,0.9,11.2,0.2696827262044653,0.7303172737955347,1.0,0.0,0.0,0.0
7108,1541,0.0,1481.0,0.0,0.0,19358.0,8933.0,10425.0,1.6,15.5,81.5,0.2,0.2,0.0,15760.0,32308.0,2946.0,19564.0,1121.0,25.9,39.3,29.4,24.0,19.5,7.6,19.6,79.3,10.6,1.0,6.2,1.4,1.6,22.5,7348.0,77.7,17.3,4.8,0.2,14.5,0.17817088680772344,0.8218291131922766,1.0,0.0,0.0,0.0
87286,102780,94458.0,0.0,0.0,0.0,353213.0,172568.0,180645.0,4.7,65.1,24.0,0.6,2.5,0.1,265022.0,61318.0,1430.0,34232.0,709.0,13.6,20.0,46.3,15.2,21.6,6.4,10.5,87.7,6.3,0.2,0.8,1.5,3.4,21.3,169756.0,76.3,19.0,4.5,0.2,6.5,0.5407595256384624,0.4592404743615376,0.0,0.47890365953822284,0.0,0.0
5488,5343,0.0,5166.0,0.0,0.0,19743.0,9235.0,10508.0,0.4,45.1,54.1,0.1,0.0,0.0,15131.0,32255.0,3045.0,22996.0,3092.0,25.6,36.5,29.6,17.6,20.5,11.4,20.9,88.0,5.7,0.0,1.2,2.3,2.8,25.5,6645.0,77.6,17.1,4.5,0.8,12.8,0.49330625057704736,0.5066937494229526,1.0,0.0,0.0,0.0
1463,12205,1847.0,0.0,0.0,0.0,30058.0,14880.0,15178.0,2.5,91.9,3.2,0.4,0.3,0.0,23525.0,35719.0,2063.0,21835.0,1411.0,17.6,24.1,25.6,16.4,23.7,11.6,22.8,85.3,10.1,0.0,0.5,1.6,2.4,23.2,11899.0,77.6,15.8,6.2,0.4,5.5,0.892961662276851,0.10703833772314895,0.0,0.13144036436094506,0.0,0.0
5943,33191,7336.0,0.0,0.0,0.0,94738.0,46771.0,47967.0,13.3,81.8,2.2,0.5,0.6,0.1,65777.0,41104.0,1311.0,22710.0,717.0,21.0,34.1,28.3,15.6,22.1,13.1,20.9,84.8,10.8,0.3,1.3,0.4,2.4,23.9,38456.0,79.2,13.5,7.2,0.2,6.5,0.8481371697245362,0.1518628302754638,0.0,0.1810151257186567,0.0,0.0
79474,101243,86034.0,0.0,0.0,0.0,414328.0,197968.0,216360.0,2.8,57.5,35.2,0.6,1.9,0.0,309967.0,45802.0,1034.0,24347.0,428.0,19.3,29.3,32.3,17.7,25.5,9.9,14.7,86.1,7.4,0.5,1.1,0.8,4.1,24.8,173195.0,82.0,13.1,4.6,0.2,7.5,0.5602295301493495,0.4397704698506505,0.0,0.45939437304100345,0.0,0.0
4455,6147,4719.0,0.0,0.0,0.0,21745.0,10355.0,11390.0,1.3,54.5,40.8,1.3,0.5,0.0,16664.0,26036.0,3726.0,17264.0,1295.0,33.7,43.5,28.7,18.5,20.1,14.2,18.5,91.1,3.6,0.3,1.2,1.1,2.7,24.7,6154.0,75.9,18.9,5.2,0.0,21.6,0.5797962648556876,0.4202037351443124,0.0,0.43429044726670346,0.0,0.0
64529,33311,0.0,32221.0,0.0,0.0,227120.0,107470.0,119650.0,3.4,35.2,57.1,0.1,2.4,0.0,167305.0,46545.0,1309.0,26712.0,610.0,20.8,32.1,36.8,18.7,24.5,5.6,14.4,84.8,9.0,0.7,1.4,0.7,3.4,20.3,100874.0,73.7,21.8,4.4,0.1,7.6,0.34046402289452166,0.6595359771054783,1.0,0.0,0.0,0.0
13234,39664,15108.0,0.0,0.0,0.0,119157.0,58761.0,60396.0,8.0,76.4,12.3,0.5,0.7,0.0,88176.0,47529.0,1678.0,25013.0,822.0,16.6,24.6,30.3,16.2,23.5,10.9,19.0,89.7,7.1,0.1,0.8,0.8,1.5,24.1,50611.0,81.9,12.8,5.0,0.3,6.5,0.7498204090891906,0.2501795909108095,0.0,0.27583436792521726,0.0,0.0
3860,1339,0.0,1274.0,0.0,0.0,9680.0,4630.0,5050.0,0.7,29.4,69.6,0.1,0.2,0.0,7492.0,22973.0,3833.0,13449.0,1725.0,41.9,60.8,23.4,21.9,27.3,5.1,22.3,84.7,8.8,0.0,2.0,4.3,0.2,26.1,2478.0,77.0,19.3,3.8,0.0,11.8,0.2575495287555299,0.7424504712444701,1.0,0.0,0.0,0.0
4022,5594,4193.0,0.0,0.0,0.0,20170.0,9601.0,10569.0,4.1,54.1,40.5,0.1,0.1,0.0,15585.0,36220.0,2410.0,20089.0,1105.0,22.9,34.8,22.6,17.4,22.4,12.7,24.9,82.6,10.6,0.9,1.6,0.3,4.0,29.5,6903.0,77.0,18.1,4.6,0.3,12.2,0.581738768718802,0.418261231281198,0.0,0.42842546234801265,0.0,0.0
5636,8042,6020.0,0.0,0.0,0.0,33287.0,15897.0,17390.0,0.8,56.4,37.9,0.6,2.2,0.0,25869.0,35684.0,2430.0,20808.0,1650.0,26.3,34.4,31.5,16.2,24.4,8.9,18.9,84.6,7.9,0.0,2.2,0.8,4.6,20.4,14352.0,76.1,18.2,5.6,0.2,8.7,0.5879514548910659,0.4120485451089341,0.0,0.42810411036836865,0.0,0.0
2203,8559,2362.0,0.0,0.0,0.0,22530.0,10998.0,11532.0,3.0,75.3,19.4,0.2,0.2,0.2,17343.0,39485.0,3413.0,20983.0,1532.0,18.7,29.7,23.4,13.4,21.1,12.8,29.3,85.5,9.1,0.1,0.4,1.0,4.0,26.3,8565.0,79.4,12.1,8.3,0.1,5.8,0.7952982716967106,0.20470172830328934,0.0,0.21628056038824284,0.0,0.0
11228,9864,0.0,9383.0,0.0,0.0,58480.0,28424.0,30056.0,5.2,47.8,42.4,0.4,0.7,0.2,42923.0,38988.0,2253.0,21279.0,873.0,20.9,29.2,28.7,20.2,25.2,9.4,16.4,86.0,8.5,0.3,1.4,1.1,2.8,24.1,22959.0,76.1,20.0,3.8,0.1,9.7,0.46766546557936656,0.5323345344206334,1.0,0.0,0.0,0.0
33268,79700,36606.0,0.0,0.0,0.0,208721.0,101420.0,107301.0,5.8,78.5,11.7,0.2,1.9,0.0,151940.0,74063.0,1255.0,35330.0,712.0,8.3,10.1,44.3,13.7,26.8,7.4,7.7,86.2,7.3,0.1,0.7,0.8,4.9,28.0,104093.0,82.2,12.7,4.9,0.3,4.3,0.7055095248211883,0.2944904751788117,0.0,0.314738706515571,0.0,0.0
7744,36166,8844.0,0.0,0.0,0.0,86937.0,43469.0,43468.0,2.3,86.2,9.3,0.2,0.8,0.0,66069.0,53483.0,2225.0,24686.0,787.0,13.7,17.0,28.9,15.7,25.7,12.4,17.2,86.5,8.6,0.1,0.6,1.3,2.9,29.7,38522.0,83.2,11.1,5.5,0.2,5.8,0.8236392621270782,0.1763607378729219,0.0,0.1964896689624528,0.0,0.0
4648,1598,0.0,1550.0,0.0,0.0,13084.0,6033.0,7051.0,0.3,24.6,70.7,0.5,3.0,0.0,10220.0,21663.0,1677.0,14739.0,1110.0,36.0,47.4,25.5,26.9,22.6,4.9,20.1,87.4,7.3,0.3,3.1,0.1,1.8,26.1,4353.0,73.4,23.6,3.0,0.0,13.4,0.2558437399935959,0.7441562600064041,1.0,0.0,0.0,0.0
13138,22235,13855.0,0.0,0.0,0.0,80888.0,39140.0,41748.0,2.2,63.1,32.1,0.3,0.6,0.0,62314.0,39219.0,2277.0,21382.0,723.0,19.3,28.8,28.6,16.3,22.2,10.4,22.5,83.7,10.3,0.5,1.6,1.2,2.6,24.8,30937.0,79.0,15.9,4.9,0.3,10.0,0.6285867752240409,0.37141322477595906,0.0,0.38390135771681905,0.0,0.0
5859,14963,6255.0,0.0,0.0,0.0,40756.0,19616.0,21140.0,2.4,68.9,27.2,0.4,0.4,0.0,31773.0,42181.0,2590.0,22430.0,862.0,21.2,35.9,28.3,15.1,21.0,11.7,23.9,85.0,10.1,0.1,0.9,1.0,2.9,25.2,15317.0,81.2,13.8,4.7,0.3,9.2,0.7186149265200269,0.2813850734799731,0.0,0.29479687058158166,0.0,0.0
37765,51117,40404.0,0.0,0.0,0.0,204424.0,98725.0,105699.0,3.5,62.4,31.2,0.1,1.5,0.0,156404.0,50513.0,1043.0,24895.0,499.0,17.3,21.4,35.8,17.5,20.9,8.7,17.2,85.6,8.5,0.5,1.5,1.0,3.1,22.3,90941.0,77.4,18.5,4.0,0.1,6.7,0.5751108210886343,0.42488917891136563,0.0,0.4414724489461435,0.0,0.0
4834,26002,5978.0,0.0,0.0,0.0,64927.0,31709.0,33218.0,2.4,89.4,6.0,0.1,0.5,0.0,49884.0,38872.0,1774.0,21217.0,778.0,21.5,31.4,26.3,17.7,23.4,14.3,18.3,85.8,10.5,0.3,1.1,0.9,1.4,29.2,24280.0,79.9,14.3,5.7,0.1,10.0,0.8432351796601375,0.1567648203398625,0.0,0.18692933083176985,0.0,0.0
2258,6564,2635.0,0.0,0.0,0.0,16746.0,8342.0,8404.0,0.5,65.1,24.6,7.5,0.9,0.0,12796.0,42185.0,3300.0,23239.0,4545.0,22.0,34.3,20.6,15.7,21.9,19.3,22.4,83.2,13.5,0.0,0.2,1.3,1.8,35.2,5710.0,79.0,15.6,5.2,0.3,11.0,0.7440489684878713,0.2559510315121288,0.0,0.2864441787150777,0.0,0.0
4048,1833,0.0,1779.0,0.0,0.0,10919.0,5096.0,5823.0,0.5,26.9,72.1,0.1,0.0,0.0,8218.0,27012.0,3249.0,15774.0,1135.0,31.9,41.9,24.4,21.0,19.0,7.1,28.6,88.8,7.5,0.0,1.0,0.2,2.4,25.0,2901.0,76.4,18.9,4.7,0.0,17.2,0.3116816867879612,0.6883183132120387,1.0,0.0,0.0,0.0
